title,neighbourhood,propertyType,numBedrooms,numBathrooms,floorArea,price,rating,sellerId,longitude,latitude,pricePerBedroom,deltaAvgPrice,deltaMedianPrice,dublinNorthSouth,distToCity,daysSincePublished,numFood,numRecreation,numShop,Apartment,Bungalow,Detached,Duplex,End of Terrace,Semi-D,Site,Terrace,Townhouse,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,E1,E2,F,G,SI_666,ZZZ,labels,labels_2,labels_3,price_decile,price_bucket
"Fermoyle, Claremont Pines, Foxrock, Dublin 18",Dublin 18,Detached,5.0,3.0,330,1300000.0,C2,11039,-6.168616,53.260598,260000.0,-780604.938271605,-875000.0,S,11.86970021570934,51,51,15,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,9,High
"2 Hunter's Row, Seapark Road, Clontarf, Dublin 3",Dublin 3,Terrace,3.0,3.0,89,590000.0,C1,11766,-6.18877,53.362736,196666.66666666666,-111524.27184466022,-195000.0,N,4.714619212021288,107,18,11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,8,High
"182 Keeper Road, Crumlin, Dublin 12",Dublin 12,Terrace,2.0,2.0,107,295000.0,D1,4066,-6.300618,53.33142,147500.0,23117.647058823553,0.0,S,3.714702838080777,91,48,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,3,Medium
"66 Downpatrick Road, Crumlin, Dublin 12",Dublin 12,Terrace,2.0,1.0,71,265000.0,E1,4066,-6.300908,53.326714,132500.0,53117.64705882355,30000.0,S,4.0868525950693195,124,47,14,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,2,Low
"Apartment 5, 436 North Circular Road, Dublin 7",Dublin 7,Apartment,2.0,1.0,52,229000.0,C1,11021,-6.262184,53.359822,114500.0,148430.10752688174,121000.0,N,0.7968614080247949,102,56,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,10,1,Low
"47 Beech Park Road, Foxrock, Dublin 18",Dublin 18,Detached,5.0,3.0,229,850000.0,C1,10001,-6.167832,53.27354,170000.0,-330604.93827160494,-425000.0,S,10.677123662694221,108,55,17,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9,High
"34A Tamarisk Avenue, Kilnamanagh, Dublin 24",Dublin 24,Detached,4.0,3.0,123,335000.0,C3,11577,-6.357334,53.304571,83750.0,-53467.39130434784,-60000.0,S,8.517177854137373,82,36,6,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,4,Medium
"21 Saint Clare's Avenue, Harold's Cross Road, Harold's Cross, Dublin 6W",Dublin 6W,Semi-D,3.0,3.0,109,570000.0,G,11754,-6.279323,53.326262,190000.0,-58903.225806451635,-95000.0,S,3.3009296885691937,100,51,14,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,8,High
"3 Birchfield Park, Goatstown, Dublin 14",Dublin 14,Semi-D,4.0,2.0,122,585000.0,C2,8847,-6.232294,53.29035,146250.0,17505.37634408602,10000.0,S,7.1788287734544785,110,50,12,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,8,High
"54 Old Cabra Road, Cabra, Dublin 7",Dublin 7,Semi-D,3.0,1.0,90,535000.0,G,841,-6.291896,53.359204,178333.33333333334,-157569.89247311826,-185000.0,N,2.348213873944677,116,51,10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,8,High
"34 Leinster Avenue, North Strand, Dublin 3",Dublin 3,Terrace,2.0,1.0,74,335000.0,F,453,-6.238247,53.358979,167500.0,143475.72815533978,60000.0,N,1.4639545112512116,85,52,13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,4,Medium
"14 Lanesborough Castle, Lanesborough Gardens, Finglas, Dublin 11",Dublin 11,Apartment,3.0,2.0,76,225000.0,C2,10947,-6.297675,53.406193,75000.0,74732.75862068968,57000.0,N,6.459582764211564,87,45,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,1,Low
"3 Hampton Wood Crescent, Finglas, Dublin 11",Dublin 11,Terrace,3.0,3.0,100,285000.0,C1,9234,-6.290436,53.406011,95000.0,14732.758620689681,-3000.0,N,6.260532767662258,5,48,9,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,3,Medium
"80A Heytesbury Lane, Ballsbridge, Dublin 4",Dublin 4,Semi-D,1.0,1.0,52,450000.0,F,8847,-6.243635,53.329024,450000.0,257593.220338983,45000.0,S,2.84013775159203,75,51,16,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,7,High
"27 Collegefort, Castleknock, Dublin 15",Dublin 15,Apartment,2.0,2.0,75,265000.0,C2,4894,-6.373658,53.369021,132500.0,78274.28571428574,15000.0,N,7.871402157265272,93,34,15,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,Low
"10 Church Avenue South, Rialto, Dublin 8",Dublin 8,Terrace,2.0,1.0,75,425000.0,D2,2013,-6.294583,53.335852,212500.0,-83616.0,-125000.0,S,3.092565052373344,10,49,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,6,Medium
"71 Highgrove, Mount Talbot, Clondalkin, Dublin 22",Dublin 22,Apartment,2.0,2.0,72,225000.0,SI_666,7569,-6.371453,53.3188,112500.0,17820.0,2000.0,S,8.43812931598729,92,35,5,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,4,-1,1,Low
"27 Marlfield Place, Kiltipper, Tallaght, Dublin 24",Dublin 24,End of Terrace,3.0,3.0,90,279000.0,D1,10948,-6.370458,53.271397,93000.0,2532.6086956521613,-4000.0,S,11.754947940105769,25,27,5,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,5,-1,3,Medium
"88 Carnlough Road, Cabra West, Cabra, Dublin 7",Dublin 7,Terrace,2.0,1.0,61,260000.0,F,2050,-6.293565,53.364511,130000.0,117430.10752688174,90000.0,N,2.6779137074067854,100,52,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,2,Low
"80 St Assams Avenue, Raheny, Dublin 5",Dublin 5,Bungalow,3.0,2.0,140,660000.0,D2,10777,-6.163397,53.381296,220000.0,-263822.42990654206,-280000.0,N,7.011814429510803,123,39,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,9,-1,9,High
"14 The Garth, Kingswood Heights, Kingswood, Dublin 24",Dublin 24,Semi-D,4.0,2.0,144,399000.0,D1,10104,-6.372012,53.304711,99750.0,-117467.39130434784,-124000.0,S,9.282628169332373,122,41,5,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,6,Medium
"19 Oldcourt Manor, Oldcourt Road, Firhouse, Dublin 24",Dublin 24,Semi-D,3.0,3.0,102,360000.0,C3,11062,-6.350176,53.272645,120000.0,-78467.39130434784,-85000.0,S,10.834395529896485,93,20,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,5,-1,5,Medium
"47 Littlepace Crescent, Clonee, Dublin 15",Dublin 15,Semi-D,4.0,3.0,161,449000.0,C2,1186,-6.429094,53.406204,112250.0,-105725.71428571426,-169000.0,N,12.784759726018248,100,26,7,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,7,High
"14 Tamarisk View, Tallaght, Dublin 24",Dublin 24,Semi-D,3.0,1.0,90,279000.0,E1,9017,-6.363817,53.302605,93000.0,2532.6086956521613,-4000.0,S,8.989249382811817,106,40,5,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,-1,3,Medium
"32 Haroldville Avenue, Rialto, Dublin 8",Dublin 8,Terrace,2.0,1.0,78,400000.0,E2,9460,-6.293189,53.335271,200000.0,-58616.0,-100000.0,S,3.0619195551167557,77,47,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,6,Medium
"55 Ellensborough Lodge, Kiltipper Road, Kiltipper, Dublin 24",Dublin 24,Terrace,2.0,2.0,70,235000.0,C2,11577,-6.370795,53.268697,117500.0,46532.60869565216,40000.0,S,12.00230026638827,106,22,4,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,-1,1,Low
"7 Shandon Crescent, Phibsborough, Dublin 7",Dublin 7,End of Terrace,3.0,1.0,96,495000.0,G,607,-6.281072,53.364118,165000.0,-117569.89247311826,-145000.0,N,1.9596964413972973,77,57,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,7,High
"54 Deerpark Place, Kiltipper Road, Kiltipper, Dublin 24",Dublin 24,Apartment,2.0,2.0,76,210000.0,D2,577,-6.373929,53.269166,105000.0,71532.60869565216,65000.0,S,12.092952627246072,61,24,5,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,5,-1,0,Low
"Apartment 4, The Turnpike, Ballymun, Dublin 9",Dublin 9,Apartment,2.0,2.0,70,170000.0,D1,3658,-6.264883,53.399981,85000.0,232798.07692307694,210000.0,N,5.229600298795397,86,51,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,-1,0,Low
"47 Lohunda Crescent, Clonsilla, Dublin 15",Dublin 15,Semi-D,3.0,1.0,98,290000.0,D2,399,-6.408898,53.387943,96666.66666666667,53274.28571428574,-10000.0,N,10.727858293086417,31,44,9,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,-1,3,Medium
"112 Brandon Square, Waterville, Blanchardstown, Dublin 15",Dublin 15,Terrace,3.0,3.0,138,385000.0,A3,12,-6.36467,53.393,128333.33333333333,-41725.71428571426,-105000.0,N,8.346971482903403,100,44,9,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-1,6,Medium
"54 Derrynane Gardens, Sandymount, Dublin 4",Dublin 4,Terrace,2.0,1.0,81,495000.0,F,7483,-6.228245,53.338338,247500.0,212593.220338983,0.0,S,2.566608239639336,103,52,16,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,7,7,High
"20 Furry Park Road, Killester, Dublin 5",Dublin 5,End of Terrace,4.0,4.0,154,775000.0,D1,8273,-6.200689,53.372255,193750.0,-378822.42990654206,-395000.0,N,4.356002530884078,108,34,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,9,High
"Saint Joesphs, Coolock Lane, Coolock, Dublin 17",Dublin 17,Detached,4.0,1.0,188,395000.0,E2,431,-6.231305,53.398111,98750.0,-134200.0,-145000.0,N,5.305693751691177,15,53,12,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,6,Medium
"Saint Joesphs, Coolock Lane, Santry, Dublin 9",Dublin 9,Site,-1.0,-1.0,4046.86,200000.0,ZZZ,431,-6.231305,53.398111,-200000.0,202798.07692307694,180000.0,N,5.305693751691177,78,53,12,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,Low
"Apt 7 Southgate, Cork Street, Dublin 8",Dublin 8,Apartment,2.0,2.0,90,300000.0,C2,11,-6.280268,53.33827,150000.0,41384.0,0.0,S,2.2131780121361055,4,54,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,11,3,Medium
"6 Lanesborough Terrace, Finglas, Dublin 11",Dublin 11,Terrace,3.0,3.0,95,295000.0,B2,9924,-6.298306,53.405823,98333.33333333333,4732.758620689681,-13000.0,N,6.439297240477351,8,45,10,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,3,Medium
"33 Smithfield Village, Block E, Smithfield, Dublin 1",Dublin 1,Apartment,2.0,2.0,66,350000.0,C2,1331,-6.27697,53.348004,175000.0,-33894.73684210528,-50000.0,N,1.3798832548785709,29,52,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,18,5,Medium
"Apartment 40, Cullenswood House, Northbrook Avenue, Ranelagh, Dublin 6",Dublin 6,Apartment,2.0,1.0,51,320000.0,E1,262,-6.253975,53.32748,160000.0,314198.1981981982,205000.0,S,2.859522827022547,115,51,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,22,4,Medium
"1 Woodcliff Heights, Howth, Dublin 13",Dublin 13,Detached,4.0,2.0,122,750000.0,D1,8505,-6.059735,53.379206,187500.0,-335487.1794871795,-400000.0,N,13.462877525636559,120,33,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,9,High
"Apartment 153, Clifden Court, Dublin 7",Dublin 7,Apartment,1.0,1.0,46,225000.0,C3,175,-6.2834,53.34736,225000.0,152430.10752688174,125000.0,N,1.8015583355530564,130,53,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,29,1,Low
"23 Claddagh Road, Ballyfermot, Dublin 10",Dublin 10,Detached,2.0,1.0,90,230000.0,D2,463,-6.365066,53.341105,115000.0,-6840.0,-5000.0,S,7.22652802221321,117,33,8,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,4,-1,1,Low
"47 Gulistan Cottages, Rathmines, Dublin 6",Dublin 6,End of Terrace,2.0,1.0,60,490000.0,C1,262,-6.262655,53.324619,245000.0,144198.19819819822,35000.0,S,3.1799893351463107,4,53,15,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,-1,7,High
"13 Larkfield Avenue, Harold's Cross, Harold's Cross, Dublin 6",Dublin 6,Semi-D,3.0,1.0,74,520000.0,F,9737,-6.288696,53.319137,173333.33333333334,114198.19819819822,5000.0,S,4.2886869346145575,82,48,15,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,8,High
"84 Hawthorns Road, Wedgewood, Sandyford, Dublin 18",Dublin 18,Semi-D,3.0,1.0,77,450000.0,C1,49,-6.225726,53.277797,150000.0,69395.06172839506,-25000.0,S,8.637995883809898,108,46,13,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,7,High
"6 Rosedale Close, Clonee, Dublin 15",Dublin 15,Apartment,2.0,1.0,69,215000.0,C3,1186,-6.435538,53.39943,107500.0,128274.28571428574,65000.0,N,12.846239805119145,113,33,8,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,-1,0,Low
"376 Clogher Road, Crumlin, Dublin 12",Dublin 12,Terrace,2.0,1.0,64,325000.0,C3,2013,-6.285092,53.32881,162500.0,-6882.352941176447,-30000.0,S,3.2429601368377003,89,48,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,4,Medium
"51 Saint John's, Park Avenue, Sandymount, Dublin 4",Dublin 4,Terrace,4.0,3.0,130,795000.0,B2,56,-6.214002,53.322977,198750.0,-87406.779661017,-300000.0,S,4.4416061828546365,94,50,17,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,9,High
"86 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",Dublin 18,Terrace,4.0,3.0,137,425000.0,C2,7425,-6.177977,53.248172,106250.0,94395.06172839506,0.0,S,12.814091434531267,94,49,7,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,6,Medium
"237 Cherrywood Park, Clondalkin, Dublin 22",Dublin 22,Bungalow,1.0,1.0,50,199000.0,C3,2666,-6.412826,53.318437,199000.0,43820.0,28000.0,S,10.971934912790982,110,40,2,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,6,-1,0,Low
"Apartment 203, The Distillery Building, Distillery Road, Drumcondra, Dublin 3",Dublin 3,Apartment,2.0,2.0,78,325000.0,C1,8834,-6.24874,53.363769,162500.0,153475.72815533978,70000.0,N,1.335208969701167,94,56,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,4,Medium
"87 Howth View Park, The Donahies, Donaghmede, Dublin 13",Dublin 13,Semi-D,3.0,1.0,1300,365000.0,F,7499,-6.166663,53.393326,121666.66666666667,49512.8205128205,-15000.0,N,7.526601391994554,101,39,14,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,-1,5,Medium
"Apartment 19, Rosemount Hall, Glandore Road, Drumcondra, Dublin 9",Dublin 9,Apartment,2.0,2.0,80,375000.0,D1,11,-6.237328,53.372705,187500.0,27798.076923076937,5000.0,N,2.5740052954136914,74,57,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,-1,5,Medium
"40 Brighton Avenue, Foxrock, Dublin 18",Dublin 18,Detached,4.0,3.0,147,725000.0,D2,1157,-6.176421,53.256586,181250.0,-205604.93827160494,-300000.0,S,12.015563831178977,133,53,11,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,9,High
"27 Olcovar, Shankill, Dublin 18",Dublin 18,Duplex,3.0,2.0,104,385000.0,B3,9391,-6.126782,53.226358,128333.33333333333,134395.06172839506,40000.0,S,16.56325021500442,133,42,14,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,6,Medium
"13 Shanard Avenue, Santry, Dublin 9",Dublin 9,Semi-D,3.0,2.0,99,395000.0,F,3658,-6.26211,53.390852,131666.66666666666,7798.0769230769365,-15000.0,N,4.204035449450956,87,58,10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,15,6,Medium
"4 Woodford Garth, Clondalkin, Dublin 22",Dublin 22,Terrace,3.0,1.0,79,265000.0,D2,7569,-6.380648,53.323339,88333.33333333333,-22180.0,-38000.0,S,8.784247765301625,45,35,6,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,4,-1,2,Low
"93 Bulfin Road, Inchicore, Dublin 8",Dublin 8,End of Terrace,3.0,1.0,79,395000.0,F,2621,-6.308539,53.339322,131666.66666666666,-53616.0,-95000.0,S,3.6857764643054782,134,49,12,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,20,6,Medium
"Apartment 51, The Steeples, Chapelizod, Dublin 20",Dublin 20,Apartment,2.0,1.0,62,235000.0,C3,4066,-6.338317,53.343411,117500.0,76190.47619047621,55000.0,S,5.4356190724939015,130,48,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,1,Low
"Apartment 29, Montgomery Court, Dublin 1",Dublin 1,Apartment,2.0,1.0,52,240000.0,D2,10179,-6.249849,53.35245,120000.0,76105.26315789472,60000.0,N,0.5454519819012417,114,55,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,1,Low
"Apartment 13 Broadfield Hall, Tallaght Cross, Tallaght, Dublin 24",Dublin 24,Apartment,2.0,2.0,76,220000.0,C1,11062,-6.374559,53.28802,110000.0,61532.60869565216,55000.0,S,10.590782753393325,99,42,3,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,8,-1,1,Low
"6 Woodfield Avenue, Inchicore, Dublin 8",Dublin 8,Terrace,2.0,1.0,96,425000.0,C2,2013,-6.320221,53.342039,212500.0,-83616.0,-125000.0,S,4.306693850443004,91,48,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,6,Medium
"Apartment 59, Grand Canal Wharf, Grand Canal Dock, Dublin 2",Dublin 2,Apartment,2.0,2.0,68,385000.0,C2,6223,-6.231574,53.342365,192500.0,33250.0,10000.0,S,2.120413613356888,99,52,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,16,6,Medium
"Apartment 205, The Edges 1, Beacon South Quarter, Sandyford, Dublin 18",Dublin 18,Apartment,1.0,1.0,43,235000.0,C2,8847,-6.216583,53.278028,235000.0,284395.06172839506,190000.0,S,8.783814082835665,115,40,13,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,1,Low
"Apartment 76, Exchange Hall, The Exchange, Tallaght, Dublin 24",Dublin 24,Apartment,1.0,1.0,42,160000.0,D2,2603,-6.374013,53.290072,160000.0,121532.60869565216,115000.0,S,10.40942325245599,128,42,4,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,8,-1,0,Low
"61 Cedar Brook Way, Cherry Orchard, Ballyfermot, Dublin 10",Dublin 10,Apartment,2.0,2.0,70,170000.0,D1,6996,-6.379153,53.336754,85000.0,53160.0,55000.0,S,8.24014544431661,121,42,10,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,-1,0,Low
"46 Dean Swift Road, Glasnevin, Dublin 11",Dublin 11,Semi-D,3.0,1.0,92,385000.0,E2,841,-6.26683,53.383836,128333.33333333333,-85267.24137931032,-103000.0,N,3.465356941463079,110,58,11,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,6,Medium
"1 Iona Court, Iona Villas, Glasnevin, Dublin 9",Dublin 9,Detached,2.0,1.0,60,360000.0,C3,432,-6.265257,53.368056,180000.0,42798.07692307694,20000.0,N,1.7302642764445748,95,58,12,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,-1,5,Medium
"26 Clonmore Road, North Strand, Dublin 3",Dublin 3,Terrace,3.0,1.0,124,349000.0,E1,11902,-6.245824,53.358164,116333.33333333333,129475.72815533978,46000.0,N,0.9842970029587623,101,55,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,35,5,Medium
"Apartment 140, The Oval, Tullyvale, Cabinteely, Dublin 18",Dublin 18,Apartment,2.0,1.0,54,285000.0,D1,10978,-6.146247,53.247731,142500.0,234395.06172839506,140000.0,S,13.863032296694637,116,54,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,3,Medium
"Apartment 1, The Old Distillery, Smithfield, Dublin 1",Dublin 1,Apartment,2.0,1.0,70,300000.0,D1,10939,-6.273406,53.349628,150000.0,16105.263157894718,0.0,N,1.0923096818257234,135,54,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,3,Medium
"45 Belmont Park, Raheny, Dublin 5",Dublin 5,Terrace,3.0,1.0,97,385000.0,C2,1413,-6.170687,53.385356,128333.33333333333,11177.570093457936,-5000.0,N,6.809007946735464,89,39,17,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,9,-1,6,Medium
"16 Benbulbin Road, Drimnagh, Dublin 12",Dublin 12,End of Terrace,2.0,2.0,79,325000.0,D2,1413,-6.312292,53.335069,162500.0,-6882.352941176447,-30000.0,S,4.121684234831706,117,51,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,4,Medium
"99 Castleforbes Square, IFSC, Dublin 1",Dublin 1,Apartment,2.0,1.0,62,350000.0,B3,1413,-6.231599,53.349636,175000.0,-33894.73684210528,-50000.0,N,1.79301936682869,109,52,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,7,5,Medium
"138 Roselawn Road, Castleknock, Dublin 15",Dublin 15,Semi-D,4.0,3.0,126,545000.0,C1,1590,-6.38270122,53.38518162,136250.0,-201725.71428571426,-265000.0,N,9.003990843283091,99,42,9,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-1,8,High
"158 Clonard Road, Crumlin, Dublin 12",Dublin 12,Terrace,2.0,1.0,88,250000.0,E2,4066,-6.306192,53.323016,125000.0,68117.64705882355,45000.0,S,4.626132044185935,135,46,15,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,2,Low
"Apartment 242, Block J, The Island, Chapelizod, Dublin 20",Dublin 20,Apartment,2.0,1.0,60,265000.0,D1,7893,-6.345003,53.348509,132500.0,46190.47619047621,25000.0,S,5.793600537862747,29,39,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,-1,2,Low
"16 Innisfallen Parade, North Circular Road, Phibsborough, Dublin 7",Dublin 7,Terrace,2.0,3.0,100,495000.0,B3,6962,-6.262365,53.361107,247500.0,-117569.89247311826,-145000.0,N,0.9356894682495431,114,56,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,10,7,High
"Apartment 95, Block A, The Waterside, Grand Canal Dock, Dublin 2",Dublin 2,Apartment,2.0,1.0,58,395000.0,D2,6962,-6.234928,53.342695,197500.0,23250.0,0.0,S,1.918181216175311,60,52,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,16,6,Medium
