Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"11/06/2020","69 LA ROCHELLE, LAMB ALLEY, HIGH ST","Dublin 7","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/06/2020","71 hollywood rath ave, hollywood rath","Dublin 15","Dublin","€365,368.00","No","Yes","New Dwelling house /Apartment",""
"11/06/2020","8 AVALON, BRIGHTON RD, FOXROCK DUBLIN 18","Dublin 18","Dublin","€965,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/06/2020","8 Bay Meadows Crescent, Hollywood Rath, Hollystown","Dublin 15","Dublin","€314,977.97","No","Yes","New Dwelling house /Apartment",""
"11/06/2020","8 BEECH PARK DR, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€710,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/06/2020","85 WOODLEY PARK, KILMACUD, DUBLIN 14","Dublin 14","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/06/2020","87 CLONKEEN DRIVE, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€670,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/06/2020","9 meadowbank row, miller's glen, swords","","Dublin","€262,114.00","No","Yes","New Dwelling house /Apartment",""
"11/06/2020","93 GLEANN NA RI, DRUID VALLEY, CABINTEELY DUBLIN 18","Dublin 18","Dublin","€422,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/06/2020","Apartment 13, Maple Hall, Clay Farm","Dublin 18","Dublin","€352,422.00","No","Yes","New Dwelling house /Apartment",""
"11/06/2020","ATHGOE RD, NEWCASTLE, DUBLIN","Dublin 22","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","1 - 9 DE SELBY HEIGHTS, BLESSINGTON ROAD, TALLAGHT","","Dublin","€2,164,537.44","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","1 -40 Burgage Gardens, Newcastle","","Dublin","€12,157,703.61","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","1 2 3 4 AND 5 CAMAC PARK CLOSE, BLUEBELL, DUBLIN 12","","Dublin","€1,687,224.67","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","10 SLIEVEBLOOM PARK, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","11 MOUNT ALBION RD, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","11 TRAFALGAR LANE, MONKSTOWN, DUBLIN","","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","113 MOUNT OLIVE ROAD, KILBARRACK, DUBLIN 5","Dublin 5","Dublin","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","12 SEAMOUNT, STILLORGAN RD, MOUNT MERRION","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","12 STRALEM TERRACE, ONGAR WOOD, HANSFIELD RD DUBLIN 15","Dublin 15","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","13 Sycamore Grove, Finglas, Dublin 11","Dublin 11","Dublin","€414,096.91","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","130 THORNFIELD SQ, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","14 BALLYGALL AVE, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","15 HILLCREST GREEN, LUCAN, DUBLIN","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","18 BARRYSCOURT ROAD, COOLOCK, DUBLIN 5","Dublin 17","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","19 DUN AN OIR, OLDBAWN, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","19 JOHNSBRIDGE WALK, JOHNSBRIDGE, LUCAN","","Dublin","€362,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","19 ST CLARES AVE, HAROLDS CROSS, DUBLIN 6","","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","2 Knightsgate Wal, Rush","","Dublin","€299,559.47","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","20 CASTLE WAY, GOLDEN LANE, DUBLIN 2","Dublin 2","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","20 WOODPARK, BALLINTEER, DUBLIN 16","Dublin 16","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","21 HAMPTON WOOD CRESCENT, MEAKSTOWN, DUBLIN 11","Dublin 11","Dublin","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","21 St Helen's Grove, St Helen's, Adamstown","","Dublin","€290,748.00","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","237 BALLYFERMOT RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","25 Rokeby Park, Lucan, Co. Dublin","","Dublin","€704,845.81","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","26 COLEMAN CRESCENT, LUSK VILLAGE, DUBLIN","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","29 COLLEGE COURT, KEVIN ST LOWER, DUBLIN 8","Dublin 8","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","29 KINCORA DR, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€650,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","29 PARK DR, THE PARK, CABINTEELY DUBLIN 18","Dublin 18","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","29 WILLOW WOOD LAWN, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","3 MOUNT PLEASANT WOOD, LUCAN, COUNTY DUBLIN","","Dublin","€766,519.00","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","3 THE WATERFRONT, LOWER DRUMCONDRA RD, DRUMCONDRA DUBLIN 9","Dublin 9","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","33 FFORSTER PARK, BALLYDOWD MANOR, LUCAN","","Dublin","€252,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","37 ABBEY DR, RIVERSTON ABBEY, DUBLIN 7","Dublin 7","Dublin","€567,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","4 CASTLE COURT, WHITEHALL RD, CHURCHTOWN DUBLIN 14","Dublin 14","Dublin","€477,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","44 BALALLY AVE, DUBLIN 16, DUBLIN","Dublin 16","Dublin","€640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","5 Taylor Hill Grove, Balbriggan","","Dublin","€281,938.00","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","5 TIVOLI CLOSE, DUN LAOGHAIRE, DUBLIN","","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","50 THE BOULEVARD MT GARRETT, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","€257,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","5A ARKENDALE RD, GLENAGEARY, DUBLIN","","Dublin","€910,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","6 ELDER HEATH GLADE, ELDER HEATH, KILTIPPER ROAD","Dublin 24","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","6 KILTIPPER DR, AYLESBURY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","62 GROSVENOR SQ, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€1,075,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","7 Bay Meadows Crescent, Hollystown, Dublin 15","","Dublin","€314,977.00","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","7 CLEARWATER COURT NORTH, ROYAL CANAL PARK, DUBLIN 15","Dublin 15","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","8 CHAPEL FARM TERRACE LUSK, DUBLIN","","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","8 GLASNEVIN WOODS, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€302,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","87 ASHWOOD RD, BAWNOGUE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","9 HEATHFIELD CRESCENT, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€16,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","9 meadowbank lane, Millers Glen, Swords","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","9 WOODFORD CLOSE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","Apartment 291 The Elms, Trimbleston, Goatstown Road","Dublin 14","Dublin","€345,375.00","No","Yes","New Dwelling house /Apartment",""
"12/06/2020","APT 10 BROOKWOOD ABBEY, BROOKWOOD GROVE, ARTANE DUBLIN 5","Dublin 5","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","APT 216 BLOCK E, CASTLEFORBES SQ, CASTLEFORBES RD DUBLIN 1","Dublin 1","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/06/2020","APT 5, THE MANOR, ROYSTON DUBLIN 12","Dublin 12","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","1 and 2 ARNWOOD, BLACKHORSE AVE, DUBLIN 7","Dublin 7","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","107 MOUNT OLIVE RD, KILBARRACK, DUBLIN 5","Dublin 5","Dublin","€187,700.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","107 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14","Dublin 14","Dublin","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","112 RATHFARNHAM WOOD, DUBLIN 14, DUBLIN","Dublin 14","Dublin","€710,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","13 BUTTERFIELD AVENUE, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","17 PARSLICKSTOWN AVENUE, MULHUDDART, DUBLIN15","Dublin 15","Dublin","€126,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","195 TEMPLE COURT, NORTHWOOD, SANTRY","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","2 Drury Park, Saggart","","Dublin","€259,911.00","No","Yes","New Dwelling house /Apartment",""
"15/06/2020","2 Prospect Lodge, Blackrock","","Dublin","€770,925.00","No","Yes","New Dwelling house /Apartment",""
"15/06/2020","2 THE PADDOCKS PLACE, THE PADDOCKS RD, ADAMSTOWN","","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","20 ASHVILLE CLOSE, ESKER LANE, LUCAN","","Dublin","€458,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","24 Station Road, Lusk, Co.Dublin","","Dublin","€290,749.00","No","Yes","New Dwelling house /Apartment",""
"15/06/2020","29 CHURCHWELL RISE, BELMAYNE, DUBLIN 13","Dublin 13","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","37 Knightsgate Avenue, Rush","","Dublin","€321,585.00","No","Yes","New Dwelling house /Apartment",""
"15/06/2020","4 PARK PINES, TYRRELESTOWN, DUBLIN 15","Dublin 15","Dublin","€183,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","40 GLENCAIRN CRESCENT, THE GALLOPS, LEOPARDSTOWN DUBLIN 18","Dublin 18","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","46 MAIN ST, HOWTH, DUBLIN","Dublin 13","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","46 The Avenue, Green Lane Manor, Rathcoole","","Dublin","€400,881.06","No","Yes","New Dwelling house /Apartment",""
"15/06/2020","5 WHITETHORN WALK, LUSK VILLAGE, LUSK","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","61 MILLRACE ROAD, PHOENIX PARK RACECOURSE, CASTLEKNOCK","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","69 THE MAPLES, BIRD AVE, CLONSKEAGH DUBLIN 14","Dublin 14","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","8 BROOKLAWN AVE, BLACKROCK, DUBLIN","","Dublin","€478,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","80 BISHOPS GATE, ENNISKERRY ROAD, KILTERNAN","","Dublin","€449,340.00","No","Yes","New Dwelling house /Apartment",""
"15/06/2020","9 CASTLEKNOCK COTTAGES, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€187,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","9 ROCHFORD GROVE, LUCAN, DUBLIN","","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","Apartment 2, Maple Hall, Clay Farm","Dublin 18","Dublin","€339,207.04","No","Yes","New Dwelling house /Apartment",""
"15/06/2020","APT 3, ROEBUCK PARK HOUSE, GOATSTOWN DUBLIN 14","Dublin 14","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","HAWTHORN, SWORDS RD, MALAHIDE","","Dublin","€835,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/06/2020","KCR, 140 TERENURE RD WEST, DUBLIN 6W","Dublin 6w","Dublin","€151,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","1 B ARDAGH PARK GARDENS, UPPER NEWTOWNPARK AVENUE, BLACKROCK","","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","102 KILDARE RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","11 Meadow Bank Lane, Millers Glen, Swords","","Dublin","€321,586.00","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","110 BALLYFERMOT PARADE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","14 Castlechurch Avenue, Newcastle","","Dublin","€370,044.00","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","16 PARKVIEW, GREENHILLS ROAD, TALLAGHT","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","17 MELVILLE VIEW, MEAKSTOWN, DUBLIN","Dublin 11","Dublin","€188,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","18 Dodderbrook Way, Old Court Road, Ballycullen","Dublin 24","Dublin","€321,586.00","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","2 HANDS LANE COTTAGES, HAND'S LANE, LUSK","","Dublin","€132,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","20 FLEMING RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€148,333.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","20 Slade Castle Avenue, Saggart, Cointy Dublin","","Dublin","€255,066.00","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","23B MOUNT OLIVE GROVE, KILBARRACK, DUBLIN 5","Dublin 5","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","263 PREMIER SQ, NORTH RD, FINGLAS","Dublin 11","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","29 KILMAHUDDRICK WALK, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","33 KILGOBBIN HEIGHTS, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€742,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","34 SARSFIELD PARK, LUCAN, CO DUBLIN","","Dublin","€391,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","36 MEADOW WAY, HARTSTOWN, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","362 CLOGHER RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","41, Cedarview  Northwood, Santry","Dublin 9","Dublin","€471,365.64","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","5 meadowbank row, millers glen, swords","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","53 Rathmill Green, Rathmill Manor, Rathcoole","","Dublin","€325,991.00","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","54 CHERRYWOOD AVE, DUBLIN 22, DUBLIN","Dublin 22","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","56, Cedarview  Northwood, Santry","Dublin 9","Dublin","€431,718.06","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","57, Cedarview  Northwood, Santry","Dublin 9","Dublin","€409,691.63","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","58, Cedarview  Northwood, Santry","Dublin 9","Dublin","€422,907.49","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","59, Cedarview  Northwood, Santry","Dublin 9","Dublin","€427,312.78","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","60, Cedarview  Northwood, Santry","Dublin 9","Dublin","€414,096.92","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","61, Cedarview  Northwood, Santry","Dublin 9","Dublin","€414,096.92","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","62, Cedarview  Northwood, Santry","Dublin 9","Dublin","€427,312.78","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","63 NEWMARKET SQ, THE COOMBE, DUBLIN 8","Dublin 8","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","63, CEDARVIEW  NORTHWOOD, SANTRY","Dublin 9","Dublin","€427,312.78","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","64, Cedarview  Northwood, Santry","Dublin 9","Dublin","€414,096.92","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","66, Cedarview  Northwood, Santry","Dublin 9","Dublin","€427,312.78","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","68 KENNELSFORT RD UPPER, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","76, Cedarview  Northwood, Santry","Dublin 9","Dublin","€422,907.49","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","78 Bishops Gate, Enniskerry Road, Kilternan","Dublin 18","Dublin","€458,149.00","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","80, Cedarview  Northwood, Santry","Dublin 9","Dublin","€555,066.08","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","81 THE RECTORY, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","84, Cedarview  Northwood, Santry","Dublin 9","Dublin","€555,066.08","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","86, Cedarview  Northwood, Santry","Dublin 9","Dublin","€541,850.22","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","87, Cedarview  Northwood, Santry","Dublin 9","Dublin","€555,066.08","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","88, Cedarview  Northwood, Santry","Dublin 9","Dublin","€555,066.08","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","89, Cedarview  Northwood, Santry","Dublin 9","Dublin","€541,850.22","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","90, Cedarview  Northwood, Santry","Dublin 9","Dublin","€541,850.22","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","91 MUCKROSS AVE, PERRYSTOWN, DUBLIN 12","Dublin 12","Dublin","€422,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/06/2020","91, Cedarview  Northwood, Santry","Dublin 9","Dublin","€555,066.08","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","92, Cedarview  Northwood, Santry","Dublin 9","Dublin","€555,066.08","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","93, Cedarview  Northwood, Santry","Dublin 9","Dublin","€541,850.22","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","94, Cedarview  Northwood, Santry","Dublin 9","Dublin","€541,850.22","No","Yes","New Dwelling house /Apartment",""
"16/06/2020","APT 7, THORNCASTLE COURT, RINGSEND DUBLIN 4","Dublin 4","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","1 KILTERAGH DRIVE, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€1,050,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","10 MOUNT SYMON LAWN, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","11 ARDEE COURT, CORK ST, DUBLIN 8","Dublin 8","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","117 HAMPTON COVE, BALBRIGGAN, DUBLIN","","Dublin","€317,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","12E NORTH ST, ONGAR VILLAGE, DUBLIN 15","Dublin 15","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","13 FORTFIELD COURT, TERENURE, DUBLIN 6W","","Dublin","€199,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","13 MERIDIAN COURT, ROYAL CANAL PARK, RATOATH RD DUBLIN 15","Dublin 7","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","13 The Crescent, St Marnock's Bay, Station Road","","Dublin","€546,257.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2020","13 YELLOW RD, WHITEHALL, DUBLIN 9","Dublin 9","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","14 Knightsgate Walk, Rush","","Dublin","€299,559.47","No","Yes","New Dwelling house /Apartment",""
"17/06/2020","14 LYNWOOD, BALLINTEER RD, DUNDRUM DUBLIN 16","Dublin 16","Dublin","€618,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","15 BRAMBLEFIELD COURT, CLONEE, DUBLIN 15","Dublin 15","Dublin","€246,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","15 BROOKLAWN AVE, BLACKROCK, DUBLIN","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","15 Orwell Park Gardens, Rathgar, Dublin 6","Dublin 6","Dublin","€1,057,268.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2020","15 SEAFIELD COURT, MALAHIDE, DUBLIN","","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","15 Taylor Hill Grange, Balbriggan","","Dublin","€266,519.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2020","170 BENMADIGAN RD, DUBLIN 12","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","171 BALLYFERMOT RD BALLYFERMOT, DUBLIN 10, DUBLIN","Dublin 10","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","179 ST JOHNS RD WEST, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","2 Taylor Hill Grove, Balbriggan","","Dublin","€255,500.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2020","21 JOHNSTON RD, DUN LAOGHAIRE, DUBLIN","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","23 St. Helen's Grove, St Helen's, adamstown","","Dublin","€281,938.32","No","Yes","New Dwelling house /Apartment",""
"17/06/2020","23 THE MOORINGS, PORTOBELLO HARBOUR, PORTOBELLO DUBLIN 8","Dublin 8","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","25 HOLLYWOODRATH CRESCENT, HOLLYSTOWN, DUBLIN15","Dublin 15","Dublin","€381,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","25 PEYTON SQUARE, RATHCOOLE, CO. DUBLIN","","Dublin","€340,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","254 PARKLANDS, NORTHWOOD ESTATE, SANTRY DEMESNE DUBLIN 9","Dublin 9","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","27 MARLBOROUGH COURT, MARLBOROUGH ST, DUBLIN 1","Dublin 1","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","3 ROSEMOUNT AVE, ARTANE, DUBLIN 5","Dublin 5","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","34 HOME VILLAS, DONNYBROOK, DUBLIN 4","","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","354 COLLINSWOOD, COLLINS AVE, DUBLIN 9","Dublin 9","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","4 GRIFFITH WALK, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","45 SEAFIELD CRESCENT, BOOTERSTOWN, BLACKROCK","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","53 CASTLEFIELD HALL, CLONSILLA, DUBLIN 15","","Dublin","€422,907.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2020","53 Drumnigh Manor, Portmarnock, Co.Dublin","","Dublin","€440,529.00","No","Yes","New Dwelling house /Apartment",""
"17/06/2020","53A ST BRENDANS AVE, COOLOCK, DUBLIN 5","Dublin 5","Dublin","€357,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","57 LARAGHCON, LUCAN, DUBLIN","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/06/2020","6 ASHWORTH PLACE, HAROLDS CROSS, DUBLIN 6","Dublin 6","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
